record_no,light,dur__sec_,date,time,tree_species,scaled,scale,offset,t_for_fm,area,fo,fm,fv,f1,f2,f3,f4,f5,fo_fm,fv_fm,pi_inst_,fv_fo,vj,vi,dvg_dto,dv_dto,sm,n,sm_t_fm_,abs_rc,dio_rc,tro_rc,eto_rc,reo_rc,phi_po_,psi_eo_,phi_eo_,delta_ro_,phi_ro_,abs_cso,dio_cso,tro_cso,eto_cso,reo_cso,abs_csm,dio_csm,tro_csm,eto_csm,reo_csm,gamma_rc____1_gamma_rc__,phi_po____1_phi_po__,psi_eo___1_psi_eo__,pi_abs,dro__1_dro_,pi_total,df_abs,df_total,kp___abs___kf,kn___abs___kf,origin_to_f1,f1_to_f3,f1_to_f4,f1_to_f5,f3_to_f4,f4_to_f5,f5_to_fm
97,3500,1,29/06/2023,08:56:25,Castanea sativa, NO,-,-,600,1201074,7391,43754,36363,7846,8246,10255,23035,35167,0.1689,0.831,7.3949,4.92,0.4302,0.7639,0.11,0.2625,33.0698,20.1807,0.0551,0.7343,0.124,0.6102,0.3477,0.144,0.8311,0.5698,0.4735,0.4145,0.1963,7391,1248.50027,6142.4997300000005,3499.88867,1450.53063,43754,7391,36363,20719,8587,1.3619,4.92,1.3244,8.874,0.7078,6.2809,0.9481,0.798,1e-4,0,1444,8698,52329,409204,43631,356875,791870
98,3500,1,29/06/2023,08:56:34,Castanea sativa, NO,-,-,600,1194480,7046,44994,37948,7477,7887,9932,22579,36929,0.1566,0.843,8.8199,5.386,0.4093,0.7875,0.108,0.2535,31.5165,19.519,0.0525,0.7343,0.115,0.6193,0.3658,0.132,0.8434,0.5907,0.4982,0.3598,0.1792,7046,1103.39414,5942.60586,3510.15891,1262.96817,44994,7046,37948,22415,8065,1.3618,5.386,1.4431,10.584,0.562,5.9484,1.0246,0.7744,1e-4,0,1508,9094,55425,421980,46332,366555,772500
99,3500,1,29/06/2023,08:56:44,Castanea sativa, NO,-,-,300,921459,6894,40086,33192,7349,7775,9896,21863,33529,0.172,0.828,6.05,4.815,0.451,0.8025,0.1283,0.3015,27.8011,18.5848,0.0927,0.8073,0.1388,0.6685,0.367,0.132,0.828,0.549,0.4546,0.3598,0.1636,6894,1185.63179,5708.36821,3133.99596,1127.67445,40086,6894,33192,18223,6557,1.2386,4.815,1.2174,7.26,0.5621,4.0805,0.8609,0.6107,1e-4,0,1316,7887,46451,343274,38564,296823,578185
100,3500,1,29/06/2023,08:56:53,Castanea sativa, NO,-,-,900,1401445,6783,39641,32858,7131,7468,9005,18271,30578,0.1711,0.829,9.6542,4.844,0.3496,0.7242,0.1026,0.2254,42.6913,27.5244,0.0474,0.7778,0.1331,0.6447,0.4193,0.178,0.8289,0.6504,0.5391,0.4241,0.2286,6783,1160.644,5622.356,3656.63606,1550.77644,39641,6783,32858,21370,9063,1.2856,4.844,1.8602,11.585,0.7364,8.5313,1.0639,0.931,1e-4,0,1306,7904,50551,424420,42647,373870,977025
101,3500,1,29/06/2023,08:57:05,Castanea sativa, NO,-,-,900,1266156,6996,40022,33026,7396,7812,9618,20567,32180,0.1748,0.825,7.2261,4.721,0.4109,0.7626,0.126,0.2646,38.3779,24.7161,0.0426,0.7804,0.1364,0.644,0.3794,0.153,0.8252,0.5891,0.4861,0.4031,0.1959,6996,1222.92779,5773.07221,3400.80906,1370.81185,40022,6996,33026,19455,7842,1.2813,4.721,1.4336,8.671,0.6753,5.8555,0.9381,0.7676,1e-4,0,1312,7892,48280,376706,40388,328426,889450
102,3500,1,29/06/2023,08:57:17,Castanea sativa, NO,-,-,800,1360975,7408,47016,39608,7866,8290,10300,22992,37854,0.1576,0.842,9.3542,5.347,0.3935,0.7687,0.107,0.2434,34.4009,21.2798,0.043,0.7343,0.1157,0.6186,0.3752,0.143,0.8424,0.6065,0.511,0.3814,0.1949,7408,1167.22954,6240.77046,3785.30271,1443.59571,47016,7408,39608,24024,9162,1.3619,5.347,1.5416,11.225,0.6165,6.9199,1.0502,0.8401,1e-4,0,1574,9498,58743,460915,49245,402173,900060
103,3500,1,29/06/2023,08:57:28,Castanea sativa, NO,-,-,600,1305270,7556,50369,42813,8097,8596,11176,25803,41877,0.15,0.85,8.1708,5.666,0.4262,0.8016,0.1166,0.2818,30.5274,20.1876,0.0509,0.778,0.1167,0.6613,0.3795,0.131,0.85,0.5738,0.4877,0.3457,0.1686,7556,1133.49751,6422.50249,3685.21702,1273.90959,50369,7556,42813,24566,8492,1.2853,5.666,1.3463,9.805,0.5283,5.18,0.9914,0.7143,1e-4,0,1699,10212,61191,457345,50979,396154,847925
104,3500,1,29/06/2023,08:57:37,Castanea sativa, NO,-,-,600,1116310,6638,38824,32186,7061,7414,9219,20244,31165,0.171,0.829,7.2343,4.849,0.4227,0.762,0.1097,0.2673,34.7228,21.9559,0.0579,0.7627,0.1304,0.6323,0.365,0.15,0.829,0.5773,0.4786,0.4122,0.1973,6638,1134.94344,5503.05656,3176.74737,1309.51066,38824,6638,32186,18580,7659,1.3111,4.849,1.3656,8.681,0.7013,6.0881,0.9386,0.7845,1e-4,0,1278,7686,46525,365705,38838,319181,750605
105,3500,1,29/06/2023,08:57:50,Castanea sativa, NO,-,-,900,1475633,6804,42217,35413,7130,7469,8984,19343,32594,0.1612,0.839,11.4525,5.205,0.3541,0.7283,0.0957,0.2052,41.709,24.1714,0.0463,0.6909,0.1113,0.5795,0.3743,0.157,0.8388,0.6459,0.5418,0.4207,0.2279,6804,1096.58232,5707.41768,3686.54087,1550.91295,42217,6804,35413,22874,9623,1.4474,5.205,1.8242,13.743,0.7262,9.9803,1.1381,0.9991,1e-4,0,1409,8548,54671,453723,46123,399052,1021910
,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
End Of File,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
